Column1;metaphor;sourceFrame;targetFrame;sourceRole;targetRole;example;gpt4_output;key_concepts
155;SOCIAL_PROBLEMS_ARE_PHYSICAL_AFFLICTIONS;Physical_affliction;Social_problems;"patient;symptoms;affliction";"society;result_of_problem;social_problem";"A cure for social ills Prevention ; UW researcher is a leader in showing how prevention techniques can pay off in curing social problems";"In the metaphor SOCIAL_PROBLEMS_ARE_PHYSICAL_AFFLICTIONS, the source frame is Physical_affliction and the target frame is Social_problems. The roles in the source frame, such as patient, symptoms, and affliction, are metaphorically linked to the roles in the target frame, namely society, result_of_problem, and social_problem.

The *patient* in the source frame corresponds to *society* in the target frame. This suggests that society, like a patient, is seen as a recipient of afflictions, which in this case are social problems. This implies a sense of *vulnerability* and *susceptibility* of society to various social issues, similar to how a patient is susceptible to diseases.

The *symptoms* in the source frame are linked to the *result_of_problem* in the target frame. This implies that the effects or outcomes of social problems are viewed as symptoms, indicating the presence of an underlying issue. This connection highlights the concept of *diagnosis*, where symptoms are identified and analyzed to understand the root cause, much like diagnosing a disease based on its symptoms.

The *affliction* in the source frame corresponds to the *social_problem* in the target frame. This suggests that social problems are perceived as diseases or afflictions that harm society. This connection underscores the concept of *harm and damage* that both physical afflictions and social problems can cause.

The example provided, ""A cure for social ills... prevention techniques can pay off in curing social problems"", further illustrates this metaphor. Here, the idea of *curing* social problems through prevention techniques mirrors the process of treating physical diseases, emphasizing the concepts of *treatment* and *prevention*. This metaphor suggests that, like physical afflictions, social problems can be addressed and potentially cured through appropriate interventions.

In summary, this metaphor encapsulates several key concepts: *vulnerability* of society, *diagnosis* of social problems through their symptoms, *harm and damage* caused by these problems, and the possibility of their *treatment* and *prevention*. It highlights the parallels between addressing physical diseases and tackling social issues, suggesting that strategies effective in one domain might be applicable in the other.";"patient; society; vulnerability; susceptibility; symptoms; result_of_problem; diagnosis; affliction; social_problem; harm and damage; curing; treatment; prevention; vulnerability; diagnosis; harm and damage; treatment; prevention"
156;STATE_OF_NATION_IS_LOCATION_ALONG_PATH;Bounded_region;Nation;interior;state_of_nation;"East Timor took the first steps toward independence in the 1990s ; The country is slowly moving out of recession";"In the metaphor STATE_OF_NATION_IS_LOCATION_ALONG_PATH, the source frame is Bounded_region, with the role of interior, and the target frame is Nation, with the role of state_of_nation. The metaphorical connection between these roles is that the *state of a nation* is conceptualized as a *location along a path* within a bounded region.

The first example, ""East Timor took the first steps toward independence in the 1990s"", illustrates this metaphor by representing the nation's progress towards independence as a journey along a path. The *steps* metaphorically represent the actions or policies implemented by the nation to achieve independence. The *path* represents the process or timeline of achieving independence, and the *bounded region* is the political, social, and economic context within which this process takes place.

The second example, ""The country is slowly moving out of recession"", also uses this metaphor to depict the nation's economic recovery as a movement along a path. The *slow movement* metaphorically represents the gradual improvement in the nation's economic conditions. The *path* represents the economic timeline, and the *bounded region* is the economic context within which this recovery takes place.

The underlying dynamics of this metaphor involve the concepts of *progression* and *directionality*. Just as one moves along a path in a certain direction to reach a destination, a nation progresses in a certain direction to achieve a particular state. This metaphor also encompasses nuances such as *pace of movement* (representing the speed of change in the nation's state), *obstacles along the path* (representing challenges faced by the nation), and *distance covered or remaining* (representing the extent of progress made or yet to be made).

This metaphor also implicitly suggests that the state of a nation is not static but dynamic and subject to change, just like a location along a path. It also implies that the nation has some control over its state, as it can choose which direction to move in and at what pace, just like a traveler deciding his route and speed.";"state of a nation; location along a path; steps; path; bounded region; slow movement; path; bounded region; progression; directionality; pace of movement; obstacles along the path; distance covered or remaining"
157;SUBJUGATION_IS_DOWN;Verticality;Control;vertically_lower_entity;subjugated_entity;"He is under my control ; He fell from power ; His power is on the decline";"In the metaphor SUBJUGATION_IS_DOWN, the source frame is Verticality and the target frame is Control. The source role is the vertically_lower_entity and the target role is the subjugated_entity. This metaphor is based on the conceptualization of power dynamics and control in terms of vertical positioning, where being in a lower position is metaphorically linked to being subjugated or under control.

The metaphorical connection between the roles in the source frame and those in the target frame is that the vertically_lower_entity is metaphorically mapped onto the subjugated_entity. This implies that the *lower* a person or entity is in the verticality frame, the more they are *controlled* or *subjugated* in the control frame.

The underlying dynamics of this metaphor involve the concept of *dominance* and *submission*, which are often conceptualized in terms of vertical positioning. The higher position is associated with dominance, power, and control, while the lower position is associated with submission, weakness, and being controlled. This metaphorical mapping is deeply ingrained in our cognitive and cultural schemas, as evidenced by phrases like ""looking up to someone"" or ""being under someone's thumb"".

The metaphor also involves the concept of *change in status*, as indicated by the examples ""He fell from power"" and ""His power is on the decline"". These phrases suggest a downward movement, which metaphorically represents a loss of power or control. This ties in with the concept of *instability*, as power dynamics can shift and change over time.

Finally, the metaphor also implies a sense of *constraint* or *restriction*. Being ""under"" someone's control suggests a lack of freedom or autonomy, which is metaphorically represented by the lower position in the verticality frame. This concept of constraint is a key aspect of the subjugation/control dynamic.

In summary, the metaphor SUBJUGATION_IS_DOWN involves several key concepts, including *dominance/submission*, *change in status*, *instability*, and *constraint*. These concepts are metaphorically mapped onto a verticality schema, where a lower position represents subjugation or control.";"lower; controlled; subjugated; dominance; submission; change in status; instability; constraint; restriction; dominance/submission; change in status; instability; constraint"
158;TAXATION_IS_A_BURDEN;Burden;Taxation;"burden;burdened_entity";"tax;tax_payer";"According to the Tax Foundation Texas residents on average shoulder the fifth lowest tax burden compared to other residents in the 50 states ; The Obama campaign is taking a swipe at Mitt Romney's tax plan in a new television ad saying it will create a 'heavy load' for the middle class Heavy load middle class ; President Obama decided to target certain and specific products or services he deems unhealthy and levied heavy taxes on them Heavy taxes ; Remember when President Obama literally laughed out loud at the idea his health-care plan would impose taxes on the middle class Impose taxes ; The new president delivered on his tax cut promises which combined with a recession in 2001 caused the tax burden to fall considerably Tax burden ; New Taxes Burdensome for Farm and Ranch Families ";"In the metaphor TAXATION_IS_A_BURDEN, the source frame is ""Burden"" and the target frame is ""Taxation"". The source role is the ""burden"" or ""burdened_entity"", while the target role is the ""tax"" or ""tax_payer"". The metaphorical connection between these roles is that taxation is perceived as a weight or burden that is carried by the tax payer, much like a physical load.

The conceptual ties between these roles are numerous. Firstly, there is the concept of *weight*, which is inherent in the idea of a burden. This weight is transferred metaphorically to the concept of taxation, suggesting that taxes are a heavy load that individuals or entities must carry.

Secondly, there is the concept of *responsibility*. In the same way that a burdened entity is responsible for carrying a physical load, a tax payer is responsible for paying their taxes. This responsibility can be seen as a form of obligation or duty, which adds to the perceived weight of the tax burden.

Thirdly, there is the concept of *strain or stress*. Just as carrying a heavy burden can cause physical strain or stress, paying taxes can cause financial strain or stress. This strain can be exacerbated by factors such as the amount of tax, the frequency of tax payments, and the individual's or entity's financial situation.

Finally, there is the concept of *relief*. Just as a burden can be lightened or removed, resulting in relief, the tax burden can also be reduced or eliminated, leading to financial relief. This can occur through tax cuts, tax credits, or other forms of tax relief.

In summary, the metaphor TAXATION_IS_A_BURDEN conceptualizes taxation as a weighty responsibility that can cause strain or stress, but from which relief is possible. This metaphor not only captures the physicality of carrying a burden, but also the emotional and psychological aspects of dealing with a heavy load.";"weight; responsibility; strain or stress; relief"
159;TAXATION_IS_CAUSING_HARM;Physical_harm;Taxation;"harmful_effect;victim;agent";"tax_payment;tax_payer;taxer";"High sales taxes hurt local small businesses; We are being taxed to death!";"In the metaphor TAXATION_IS_CAUSING_HARM, the source frame is Physical_harm and the target frame is Taxation. The metaphorical connections between roles in the source frame and those in the target frame are as follows:

1. The harmful_effect in the source frame corresponds to the tax_payment in the target frame. This suggests that the act of paying taxes is seen as causing harm or damage, similar to a physical injury. The underlying dynamic here is the *burden* or *strain* that tax payments can impose on individuals or businesses, particularly when the taxes are high or disproportionate. This can be likened to the physical pain or discomfort caused by an injury.

2. The victim in the source frame corresponds to the tax_payer in the target frame. This implies that the person or entity paying the taxes is perceived as being harmed or victimized, similar to a person who suffers physical harm. The underlying dynamic here is the *vulnerability* and *disadvantage* experienced by the tax payer, especially when they are unable to afford the taxes or when the taxes are perceived as unfair. This can be compared to the vulnerability of a person who is physically harmed.

3. The agent in the source frame corresponds to the taxer in the target frame. This suggests that the entity imposing the taxes is seen as causing harm, similar to a person who inflicts physical harm on another. The underlying dynamic here is the *power imbalance* between the taxer and the tax payer, with the taxer having the authority to impose taxes and the tax payer being obligated to pay them. This can be likened to the power imbalance between an aggressor and a victim in a situation of physical harm.

The examples provided, ""High sales taxes hurt local small businesses"" and ""We are being taxed to death!"", further illustrate these metaphorical connections. They depict taxation as a harmful force that can damage businesses and individuals, reinforcing the conceptual ties between *physical harm* and *taxation*. The phrase ""being taxed to death"" particularly emphasizes the severity of the harm, suggesting a level of taxation that is not just damaging but potentially lethal, metaphorically speaking. This highlights the *intensity* and *extremity* of the perceived harm caused by taxation.";"burden; strain; vulnerability; disadvantage; power imbalance; physical harm; taxation; intensity; extremity"
160;TAXATION_IS_PUNISHMENT;Punishmen;Taxation;"punishment;punished_person;punisher";"tax;tax_payer;taxer";The state cannot pay its bills and poorly educates its young and its taxation punishes whatever success that its suffocating regulatory regime does not prevent;"In the metaphor TAXATION_IS_PUNISHMENT, the source frame is Punishment and the target frame is Taxation. The metaphorical connections between the roles in the source frame and those in the target frame are as follows:

- The role of *punishment* in the source frame is connected to the role of *tax* in the target frame. This suggests that taxation is viewed as a form of punishment, a negative consequence or burden that is imposed. This connection implies a *burden* or *hardship* that is associated with taxation, similar to the discomfort or suffering that is associated with punishment.

- The role of *punished person* in the source frame is connected to the role of *tax payer* in the target frame. This implies that the person who is being taxed is seen as the one being punished. This connection suggests a sense of *victimhood* or *unfair treatment* experienced by the tax payer, similar to the feelings of a person who is being punished.

- The role of *punisher* in the source frame is connected to the role of *taxer* in the target frame. This suggests that the entity imposing the tax is seen as the punisher. This connection implies a sense of *authority* and *control* exerted by the taxer, similar to the power dynamics between a punisher and the punished.

The example provided further illustrates these connections. The state, as the taxer, is portrayed as a punisher that cannot pay its bills and poorly educates its young. Its taxation, as a form of punishment, is seen as stifling success and imposing hardship. The tax payer, in this case, is portrayed as a victim of this punitive system.

The underlying dynamics of this metaphor involve concepts of *power imbalance*, *oppression*, and *unfairness*. It suggests a critique of taxation as a system that unfairly burdens individuals and stifles success, rather than serving as a fair means of funding public services. This metaphor also implies a sense of *resistance* or *resentment* towards taxation, similar to the resistance one might feel towards unjust punishment.";"punishment; tax; burden; hardship; punished person; tax payer; victimhood; unfair treatment; punisher; taxer; authority; control; power imbalance; oppression; unfairness; resistance; resentment"
161;TAXATION_IS_SLAVERY;Servitude;Taxation;"subjugated;subjugator";"tax_payer;taxer";America Tax Slaves Work 65 Months Every Year to Pay for Government;"In the metaphor TAXATION_IS_SLAVERY, the source frame is Servitude, and the target frame is Taxation. The roles in the source frame are the subjugated and the subjugator, which correspond to the tax payer and the taxer in the target frame.

The metaphorical connection between these roles is based on the perceived power dynamics and the concept of *obligation*. In the source frame, the subjugated is under the control of the subjugator, similar to how a slave is controlled by their master. This is paralleled in the target frame where the tax payer, like the subjugated, is under the control of the taxer (the government, in this case). The tax payer is obligated to pay taxes, much like a slave is obligated to serve their master.

The metaphor also implies a sense of *unfairness* and *exploitation*. In the source frame, the subjugated is exploited by the subjugator, who benefits from their labor without providing fair compensation. This is mirrored in the target frame where the tax payer is seen as being exploited by the taxer, who takes a portion of their income without providing a perceived fair return in services or benefits.

Another key concept in this metaphor is *lack of freedom*. In the source frame, the subjugated lacks freedom due to their servitude. This is paralleled in the target frame where the tax payer, despite living in a free society, lacks financial freedom due to the obligation to pay taxes.

The metaphor also suggests a sense of *endurance* and *resilience*. The subjugated, despite their circumstances, continues to work and survive, much like the tax payer who, despite the perceived burden of taxes, continues to work and fulfill their obligations.

In summary, the metaphor TAXATION_IS_SLAVERY draws on the concepts of *obligation*, *unfairness*, *exploitation*, *lack of freedom*, and *endurance* to draw parallels between the roles of the subjugated and the tax payer, and the subjugator and the taxer.";"obligation; unfairness; exploitation; lack of freedom; endurance; resilience; obligation; unfairness; exploitation; lack of freedom; endurance"
162;TAXATION_IS_THEFT;Theft;Taxation;"stolen_item;victim;thief";"tax;tax_payer;taxer";Government steals the people's wealth through overt and hidden taxes ;"In the metaphor TAXATION_IS_THEFT, the source frame is ""Theft"" and the target frame is ""Taxation"". The roles in the source frame are ""stolen_item"", ""victim"", and ""thief"", while the roles in the target frame are ""tax"", ""tax_payer"", and ""taxer"".

The metaphorical connections between the roles in the source and target frames can be understood as follows:

1. The ""stolen_item"" in the source frame corresponds to the ""tax"" in the target frame. This suggests that the *money* collected through taxation is perceived as something *taken away* without the consent of the owner, similar to a stolen item.

2. The ""victim"" in the source frame corresponds to the ""tax_payer"" in the target frame. This implies that the tax payer is seen as the *victim* of the theft, the one who *loses* something valuable (money) without their full agreement or understanding.

3. The ""thief"" in the source frame corresponds to the ""taxer"" in the target frame. This suggests that the entity imposing the tax (usually the government) is viewed as the *thief*, the one who *takes away* the valuable item (money) from the victim (tax payer).

The underlying dynamics of this metaphor involve the concepts of *involuntary loss*, *power imbalance*, and *unfairness*. The metaphor portrays taxation as an act of theft, implying that it is an involuntary and unjust process where the powerful (the taxer or government) takes from the less powerful (the tax payer). This perspective emphasizes the *coercive* nature of taxation, viewing it as a form of *exploitation* rather than a necessary contribution to societal functions and services.

It's important to note that this metaphor reflects a specific viewpoint on taxation and doesn't represent all perspectives. For some, taxation might be seen as a *duty* or *responsibility* rather than theft, contributing to the *common good* and *social welfare*. However, the TAXATION_IS_THEFT metaphor highlights the feelings of *resentment* and *injustice* that some individuals or groups may associate with the process of taxation.";"money; taken away; victim; loses; thief; takes away; involuntary loss; power imbalance; unfairness; coercive; exploitation; duty; responsibility; common good; social welfare; resentment; injustice"
163;TAXES_ARE_DISEASES;Disease;Taxation;"disease;patient";"tax;tax_payer";"During a panel discussion that included Washington Governor Christine Gregoire and Nevada Governor Brian Sandoval Brown accused California lawmakers of adhering to 'the notion that taxes are like some kind of sexually transmitted disease' the Los Angeles Times reports ; Those insidious taxes infect every aspect of our lives";"In the metaphor TAXES_ARE_DISEASES, the source frame is Disease, with the roles of disease and patient, and the target frame is Taxation, with the roles of tax and tax_payer. The metaphorical connection between these roles is that taxes (the disease) are imposed on tax_payers (the patients), causing them discomfort or harm.

The metaphorical connection between the disease and tax is that both are seen as *burdens* or *afflictions*. Just as diseases can cause physical discomfort and distress, taxes can cause financial stress and burden. This connection is highlighted in the example where taxes are described as ""insidious"" and ""infecting every aspect of our lives"". The use of the word ""insidious"" suggests that taxes, like diseases, are harmful and damaging. The phrase ""infect every aspect of our lives"" further strengthens this connection by suggesting that taxes, like diseases, are pervasive and unavoidable.

The connection between the patient and the tax_payer is that both are the *recipients* of the affliction. Just as patients suffer from diseases, tax_payers bear the burden of taxes. This connection is highlighted in the example where California lawmakers are accused of viewing taxes as a sexually transmitted disease. This suggests that tax_payers, like patients, are victims of an unwanted and harmful condition.

The underlying dynamics of this metaphor involve the concepts of *imposition* and *suffering*. In both diseases and taxation, there is an external force (the disease or the tax) that is imposed on an individual (the patient or the tax_payer), causing them to suffer. This metaphor also encompasses nuances such as *resistance & avoidance*, as both patients and tax_payers often seek to avoid or minimize their affliction, and *inevitability & persistence*, as both diseases and taxes are often seen as unavoidable aspects of life.";"burdens; afflictions; recipients; imposition; suffering; resistance & avoidance; inevitability & persistence"
164;TAXES_ARE_DUES;Group_membership;Taxation;"membership_fee;member";"tax_payment;tax_payer";Taxes after all are dues that we pay for the privileges of membership in an organized society quote from Franklin D Roosevelt cited on:;"In the metaphor TAXES_ARE_DUES, the source frame is Group_membership, and the target frame is Taxation. The roles in the source frame are membership_fee and member, while in the target frame, they are tax_payment and tax_payer.

The metaphorical connection between these roles is based on the conceptual ties of *obligation*, *participation*, and *benefits*. In a group membership, a member is obligated to pay a membership fee to participate in the group and enjoy its benefits. Similarly, in taxation, a tax payer is obligated to make a tax payment to participate in the society and enjoy its benefits.

The underlying dynamics of this metaphor involve the concept of *social contract*. Just as a member agrees to pay dues to support the group and in return, receives certain privileges, a tax payer agrees to pay taxes to support the functioning of the society and in return, receives public services and infrastructure.

This metaphor also brings out the concept of *collective responsibility*. In a group, all members share the responsibility of maintaining the group through their dues. Similarly, in a society, all tax payers share the responsibility of maintaining the society through their taxes.

The metaphor also highlights the concept of *reciprocity*. In a group, the member gives dues and receives benefits. In a society, the tax payer gives taxes and receives public services.

Finally, the metaphor underscores the concept of *citizenship*. Just as being a member implies belonging to a group, being a tax payer implies belonging to a society. This metaphor thus frames taxes not as a burden, but as a dues that citizens pay for the privileges of membership in an organized society.

In summary, the metaphor TAXES_ARE_DUES encapsulates the concepts of *obligation*, *participation*, *benefits*, *social contract*, *collective responsibility*, *reciprocity*, and *citizenship*.";"obligation; participation; benefits; social contract; collective responsibility; reciprocity; citizenship; obligation; participation; benefits; social contract; collective responsibility; reciprocity; citizenship"
165;TERMINATION_OF_CONTROL_IS_LOSS_OF_A_POSSESSION;Lose_possession;Control;"possession;lose_possession_x-schema.finish;donor";"ability_to_control;control_relation_status.finish;controlling_entity";"The dummies were 2-to-1 in favor of the Arizona immigration law the court gutted it. Only those dummies not in a state of denial understand that we the people have lost control of our government; But meanwhile you may not have noticed that our government gave away control of the Internet";"In the metaphor TERMINATION_OF_CONTROL_IS_LOSS_OF_A_POSSESSION, the source frame is ""Lose_possession"" and the target frame is ""Control"". The metaphorical connection between the roles in the source frame and those in the target frame is that the act of losing possession (source role) is conceptually linked to the termination of control (target role).

The source role ""possession"" is metaphorically connected to the target role ""ability_to_control"". This suggests that *control* is viewed as a form of *possession*, something that can be owned, held, or lost. The source role ""lose_possession_x-schema.finish"" is linked to ""control_relation_status.finish"", indicating that the end of possession is seen as the end of control. The source role ""donor"" is connected to ""controlling_entity"", suggesting that the entity that gives away or loses possession is the one that loses control.

The underlying dynamics of this metaphor involve the concepts of *ownership* and *authority*. In the same way that losing a physical possession results in a loss of ownership and authority over that item, losing control is seen as a loss of ownership and authority over a situation, entity, or process. This metaphor also implies a sense of *power* and *dominance*; to control something is to possess it, to have power and dominance over it.

The metaphor also encompasses nuances such as *responsibility* and *accountability*. When one has control or possession, they are responsible and accountable for what happens to it. Losing control or possession, therefore, implies a relinquishment of these responsibilities and accountabilities.

The examples provided illustrate this metaphor in action. In the context of government and politics, the metaphor suggests that the people, or the ""controlling_entity"", have lost control or ""ability_to_control"" their government, likening it to losing a possession. Similarly, the government giving away control of the internet is seen as a loss of a possession.

In summary, the metaphor TERMINATION_OF_CONTROL_IS_LOSS_OF_A_POSSESSION conceptualizes the loss of control as a loss of possession, highlighting the intertwined dynamics of ownership, authority, power, dominance, responsibility, and accountability.";"control; possession; ownership; authority; power; dominance; responsibility; accountability"
166;THEORIES_ARE_BUILDINGS;Building;Theory;"building_foundation;building_whole;building_parts";"theory_supporting_evidence;theoretical_domain;theoretical_arguments";"Opponents tried to dismantle the theory piece by piece; This theory has a solid foundation; The theoretical framework needs to be filled in with empirical data";"In the metaphor THEORIES_ARE_BUILDINGS, the source frame is ""Building"" and the target frame is ""Theory"". The source roles are ""building_foundation"", ""building_whole"", and ""building_parts"", which correspond to the target roles ""theory_supporting_evidence"", ""theoretical_domain"", and ""theoretical_arguments"" respectively.

The metaphorical connections between the roles in the source frame and those in the target frame are as follows:

1. ""Building_foundation"" is metaphorically connected to ""theory_supporting_evidence"". This suggests that just as a building's foundation provides the necessary support and stability for the structure, the supporting evidence in a theory provides the basis and validity for the theoretical claims. This connection highlights the concept of *stability* and *support*.

2. ""Building_whole"" is metaphorically connected to ""theoretical_domain"". This implies that a theory, like a building, is a coherent whole that encompasses a specific domain or area of knowledge. This connection underscores the concept of *comprehensiveness* and *boundaries*.

3. ""Building_parts"" is metaphorically connected to ""theoretical_arguments"". This suggests that just as a building is composed of various parts that together form a coherent structure, a theory is made up of various arguments that together form a coherent explanation or interpretation. This connection highlights the concept of *composition* and *integration*.

The underlying dynamics of this metaphor involve the comparison of the abstract process of formulating and understanding theories to the concrete process of constructing and understanding buildings. This metaphor not only simplifies the abstract process but also adds depth to our understanding by highlighting the importance of a solid foundation (supporting evidence), the coherence of the whole (theoretical domain), and the integration of the parts (theoretical arguments) in both processes.

Key concepts in this metaphor include *stability*, *support*, *comprehensiveness*, *boundaries*, *composition*, and *integration*. These concepts are not merely rewordings of the given information but are extracted from the metaphorical connections between the roles in the source frame and those in the target frame.";"stability; support; comprehensiveness; boundaries; composition; integration; stability; support; comprehensiveness; boundaries; composition; integration"
167;THINKING_IS_OBJECT_MANIPULATION;Object_manipulation;Thinking_about;objects;ideas;Let's toss some ideas around;"In the metaphor THINKING_IS_OBJECT_MANIPULATION, the source frame is Object_manipulation, and the target frame is Thinking_about. The source role is objects, and the target role is ideas. The example given is 'Let's toss some ideas around Elise'.

The metaphorical connection between the roles in the source frame and those in the target frame is that *ideas* are being treated as *objects* that can be manipulated. This metaphor suggests that thinking is a process of manipulating ideas, similar to how one might manipulate physical objects.

The conceptual ties between these roles are rooted in the *active engagement* and *dynamic interaction* involved in both object manipulation and thinking. Just as one can move, rearrange, or transform objects, one can also manipulate ideas by considering them from different perspectives, combining them in new ways, or breaking them down into smaller components.

The underlying dynamics of this metaphor involve the concept of *cognitive flexibility* and *creativity*. In object manipulation, there is a need for adaptability and skill to handle objects in various ways. Similarly, in thinking, there is a need for cognitive flexibility to manipulate ideas effectively.

Moreover, the metaphor also implies a sense of *collective brainstorming* or *collaboration*. The phrase 'Let's toss some ideas around Elise' suggests a group activity where ideas are being shared and discussed, similar to how objects might be passed around in a group.

Finally, the metaphor also encompasses the concept of *experimentation*. Just as one might experiment with different ways of manipulating an object to achieve a desired result, one might also experiment with different ways of thinking about an idea to gain new insights or solve a problem.

In summary, the metaphor THINKING_IS_OBJECT_MANIPULATION encapsulates the concepts of *active engagement*, *dynamic interaction*, *cognitive flexibility*, *creativity*, *collective brainstorming*, and *experimentation*.";"ideas; objects; active engagement; dynamic interaction; cognitive flexibility; creativity; collective brainstorming; collaboration; experimentation; active engagement; dynamic interaction; cognitive flexibility; creativity; collective brainstorming; experimentation"
168;THINKING_IS_SPEAKING;Speaking;Cognizing;"topic;speaker";"topic;cognizer";"I can barely hear myself think ; He's an articulate thinke; She doesn't listen to her conscience ; That sounds like a good idea";"The metaphor THINKING_IS_SPEAKING is a conceptual mapping that links the process of thinking (TargetFrame: Cognizing) to the act of speaking (SourceFrame: Speaking). The metaphorical connections between roles in the source frame and those in the target frame are as follows: the 'speaker' in the source frame corresponds to the 'cognizer' in the target frame, and the 'topic' in the source frame corresponds to the 'topic' in the target frame.

The metaphor suggests that *internal cognitive processes* are akin to *external verbal expressions*. This metaphorical connection implies that thinking, like speaking, is a *communicative act*, albeit one that occurs internally. It suggests that thoughts are not static, but dynamic and evolving, much like a conversation.

The examples provided further illustrate this metaphorical connection. ""I can barely hear myself think"" suggests that thoughts can be 'heard' internally, much like spoken words. ""He's an articulate thinker"" implies that the clarity and coherence of thoughts can be compared to the eloquence of speech. ""She doesn't listen to her conscience"" suggests that our conscience 'speaks' to us, and we 'listen' to it in our minds. ""That sounds like a good idea"" implies that ideas can 'sound' good or bad, much like spoken words can.

This metaphor also highlights the *active role* of the cognizer, paralleling the speaker's role in a conversation. Just as the speaker chooses words and constructs sentences, the cognizer actively processes information, forms ideas, and makes decisions.

Moreover, the metaphor implies a *reflective aspect* to thinking. Just as a speaker listens to their own words, a thinker 'listens' to their own thoughts, reflecting on them and adjusting them as necessary. This can be seen in the example ""I can barely hear myself think"", which suggests a feedback loop between 'speaking' (thinking) and 'listening' (reflecting).

In summary, the metaphor THINKING_IS_SPEAKING encapsulates several key concepts: *communication*, *dynamism*, *activity*, and *reflection*. It portrays thinking as a communicative, active, and reflective process, akin to speaking.";"internal cognitive processes; external verbal expressions; communicative act; active role; reflective aspect; communication; dynamism; activity; reflection"
169;TIME_IS_A_LANDSCAPE_THROUGH_WHICH_THE_OBSERVER_MOVES;Motion_along_a_path;Time;"space_in_front_of_observer;space_in_back_of_observer;location_of_observer";"future_time;past_time;present_time";"That's all behind us now ; You can't go back in time! ; We're looking ahead to the future ; He has a great future in front of him";"In the metaphor TIME_IS_A_LANDSCAPE_THROUGH_WHICH_THE_OBSERVER_MOVES, the source frame is Motion_along_a_path and the target frame is Time. The metaphorical connections between the roles in the source frame and those in the target frame are as follows:

1. The *space_in_front_of_observer* in the source frame corresponds to *future_time* in the target frame. This connection implies that the future is something that lies ahead of us, something we are moving towards. It suggests that we are *actively approaching* the future, just as we would approach a landscape that lies in front of us. This connection also implies a sense of *anticipation* and *preparation* for what is to come, as we would prepare for a journey.

2. The *space_in_back_of_observer* in the source frame corresponds to *past_time* in the target frame. This connection suggests that the past is something that we have left behind, something we have moved away from. It implies a sense of *distance* and *separation* from the past, as well as a sense of *irreversibility*. Just as we cannot go back to a location we have passed, we cannot return to a time that has passed.

3. The *location_of_observer* in the source frame corresponds to *present_time* in the target frame. This connection implies that the present is where we are currently located, the point in time we are experiencing now. It suggests a sense of *immediacy* and *engagement* with the present, just as we would be engaged with our current location.

These metaphorical connections highlight the conceptual ties between time and space, suggesting that we understand and experience time in spatial terms. This metaphor also implies a sense of *linear progression* through time, as we would move along a path. It suggests that time is a *journey* that we are undertaking, with the future as our destination, the past as our origin, and the present as our current location. This journey is *unidirectional* and *continuous*, reflecting the irreversible and ongoing nature of time.";"space_in_front_of_observer; future_time; actively approaching; anticipation; preparation; space_in_back_of_observer; past_time; distance; separation; irreversibility; location_of_observer; present_time; immediacy; engagement; linear progression; journey; unidirectional; continuous"
170;TIME_IS_A_SUBSTANCE;Substance;Time;"size_of_amount_of_substance;substance;amount_of_substance";"extent_of_duration_of_time;time;duration_of_time";"The flow of time ; Like sands through the hourglass so are the days of our lives";"In the metaphor TIME_IS_A_SUBSTANCE, the conceptual ties are drawn between the source frame of *substance* and the target frame of *time*. The roles in the source frame, such as the size_of_amount_of_substance, substance, and amount_of_substance, are metaphorically connected to the roles in the target frame, such as extent_of_duration_of_time, time, and duration_of_time.

The underlying dynamics of this metaphor involve the conceptualization of time as a tangible, measurable substance that can be accumulated, spent, or wasted, much like a physical substance. This metaphorical connection allows us to perceive and understand the abstract concept of time through the more concrete and familiar concept of substance.

The *size_of_amount_of_substance* in the source frame corresponds to the *extent_of_duration_of_time* in the target frame. This suggests that the quantity or volume of a substance is metaphorically linked to the length or duration of time. For instance, a large amount of sand in an hourglass would represent a long duration of time.

The *substance* role in the source frame is connected to the *time* role in the target frame. This implies that time, like a substance, can be perceived as a physical entity that flows or passes, as illustrated in the example ""The flow of time"".

The *amount_of_substance* role in the source frame is linked to the *duration_of_time* role in the target frame. This connection indicates that the quantity of a substance is metaphorically related to the span of time. The example ""Like sands through the hourglass so are the days of our lives"" from the Days of Our Lives TV show illustrates this connection, as the sand passing through the hourglass represents the passing of days.

The metaphor also implies the concept of *inevitability* and *irreversibility*. Just as a substance, once used or consumed, cannot be regained, time, once passed, cannot be retrieved. This metaphor thus encapsulates the human experience of time as a finite, inexorable flow, much like a substance that is steadily depleted.";"substance; time; size_of_amount_of_substance; extent_of_duration_of_time; substance; time; amount_of_substance; duration_of_time; inevitability; irreversibility"
